품종,나이,산책시간(시간),체중,성별,중성화여부,색상,음수량,성별_라벨링,중성화_라벨링,크기,크기_라벨링
믹스견,3,1.0,6.3,M,N,검/흰/갈,409.5,1,0,소,0
믹스견,4,1.0,6.3,F,N,갈색,409.5,0,0,소,0
믹스견,5,1.0,6.3,M,N,검/갈/흰,409.5,1,0,소,0
믹스견,5,1.0,6.3,M,N,"검정색, 회색",409.5,1,0,소,0
믹스견,3,1.0,6.35,F,N,하양,412.75,0,0,소,0
믹스견,6,1.0,6.36,M,N,하양,413.40000000000003,1,0,소,0
믹스견,0,0.8,6.4,M,N,갈색,416.0,1,0,소,0
믹스견,0,0.8,6.4,M,N,갈/흰,416.0,1,0,소,0
믹스견,1,1.0,6.4,M,N,크림,416.0,1,0,소,0
믹스견,1,1.0,6.4,M,N,검/갈,416.0,1,0,소,0
믹스견,1,1.0,6.4,F,N,갈색/흰색,416.0,0,0,소,0
믹스견,2,1.0,6.4,M,N,흰색,416.0,1,0,소,0
믹스견,2,1.0,6.4,F,N,흰색,416.0,0,0,소,0
믹스견,5,1.0,6.4,F,N,검정/흰색,416.0,0,0,소,0
믹스견,2,1.0,6.46,M,N,옅은 갈색/검정/회색,419.9,1,0,소,0
믹스견,0,0.8,6.5,F,N,베이지,422.5,0,0,소,0
믹스견,0,0.8,6.5,M,N,갈/검/흰,422.5,1,0,소,0
믹스견,0,0.8,6.5,M,N,베이지,422.5,1,0,소,0
믹스견,0,0.8,6.5,F,N,흰색,422.5,0,0,소,0
믹스견,0,0.8,6.5,M,N,흰색,422.5,1,0,소,0
믹스견,1,1.0,6.5,F,N,갈색,422.5,0,0,소,0
믹스견,1,1.0,6.5,M,N,흑갈색,422.5,1,0,소,0
믹스견,1,1.0,6.5,M,N,크림색,422.5,1,0,소,0
믹스견,1,1.0,6.5,M,N,갈/흰,422.5,1,0,소,0
믹스견,1,1.0,6.5,M,N,갈색,422.5,1,0,소,0
믹스견,1,1.0,6.5,F,N,크림색,422.5,0,0,소,0
믹스견,1,1.0,6.5,M,N,흰색,422.5,1,0,소,0
믹스견,1,1.0,6.5,M,N,흰색,422.5,1,0,소,0
믹스견,1,1.0,6.5,M,N,"흰색, 갈색",422.5,1,0,소,0
믹스견,1,1.0,6.5,M,N,검정색,422.5,1,0,소,0
믹스견,1,1.0,6.5,M,N,검은색,422.5,1,0,소,0
믹스견,1,1.0,6.5,F,N,흰색,422.5,0,0,소,0
믹스견,2,1.0,6.5,F,N,검정,422.5,0,0,소,0
믹스견,2,1.0,6.5,M,N,백 갈,422.5,1,0,소,0
믹스견,2,1.0,6.5,F,N,검정+흰색,422.5,0,0,소,0
믹스견,2,1.0,6.5,M,N,흰갈색,422.5,1,0,소,0
믹스견,2,1.0,6.5,M,N,흰색,422.5,1,0,소,0
믹스견,2,1.0,6.5,M,N,찐흰갈색,422.5,1,0,소,0
믹스견,3,1.0,6.5,M,N,"연갈색, 흰색",422.5,1,0,소,0
믹스견,3,1.0,6.5,F,N,황색,422.5,0,0,소,0
믹스견,3,1.0,6.5,F,N,검정색,422.5,0,0,소,0
믹스견,3,1.0,6.5,M,N,크림색,422.5,1,0,소,0
믹스견,3,1.0,6.5,F,N,갈색,422.5,0,0,소,0
믹스견,4,1.0,6.5,F,N,흰색,422.5,0,0,소,0
믹스견,4,1.0,6.5,M,N,검/흰,422.5,1,0,소,0
믹스견,4,1.0,6.5,F,N,"크림색, 흰색",422.5,0,0,소,0
믹스견,5,1.0,6.5,M,N,황색,422.5,1,0,소,0
믹스견,6,1.0,6.5,F,N,"흰색, 검정색",422.5,0,0,소,0
믹스견,7,1.0,6.5,M,N,"갈색, 백색",422.5,1,0,소,0
믹스견,10,0.5,6.5,M,N,갈,422.5,1,0,소,0
믹스견,5,1.0,6.54,M,N,하양,425.1,1,0,소,0
믹스견,0,0.8,6.6,M,N,흰,429.0,1,0,소,0
믹스견,2,1.0,6.6,F,N,갈색,429.0,0,0,소,0
믹스견,3,1.0,6.6,M,N,"옅은황색,회색",429.0,1,0,소,0
믹스견,4,1.0,6.6,M,N,흰/갈/검,429.0,1,0,소,0
믹스견,3,1.0,6.66,M,N,하양,432.90000000000003,1,0,소,0
믹스견,0,0.8,6.7,M,N,검/흰,435.5,1,0,소,0
믹스견,0,0.8,6.7,F,N,"갈색, 백색",435.5,0,0,소,0
믹스견,1,1.0,6.7,F,N,흰색,435.5,0,0,소,0
믹스견,1,1.0,6.7,M,N,갈색,435.5,1,0,소,0
믹스견,2,1.0,6.7,M,Y,흰,435.5,1,1,소,0
믹스견,2,1.0,6.7,F,N,갈색,435.5,0,0,소,0
믹스견,3,1.0,6.7,F,N,흰색,435.5,0,0,소,0
믹스견,4,1.0,6.7,M,N,흰,435.5,1,0,소,0
믹스견,9,0.5,6.7,M,Y,"백색, 갈색",435.5,1,1,소,0
믹스견,0,0.8,6.74,M,N,옅은갈색/검정,438.1,1,0,소,0
믹스견,1,1.0,6.8,M,N,검/갈/흰,442.0,1,0,소,0
믹스견,1,1.0,6.8,F,N,흰색,442.0,0,0,소,0
믹스견,2,1.0,6.8,F,N,갈색,442.0,0,0,소,0
믹스견,3,1.0,6.8,M,N,갈백색,442.0,1,0,소,0
믹스견,5,1.0,6.8,F,N,흰색,442.0,0,0,소,0
믹스견,2,1.0,6.84,M,N,크림색,444.59999999999997,1,0,소,0
믹스견,0,0.8,6.85,F,N,"갈색, 검정",445.25,0,0,소,0
믹스견,4,1.0,6.85,M,N,검정,445.25,1,0,소,0
믹스견,0,0.8,6.87,M,N,갈색,446.55,1,0,소,0
믹스견,0,0.8,6.9,M,N,검/갈,448.5,1,0,소,0
믹스견,0,0.8,6.9,M,N,갈/검/흰,448.5,1,0,소,0
믹스견,1,1.0,6.9,M,N,갈색,448.5,1,0,소,0
믹스견,3,1.0,6.9,F,N,흰색.갈색,448.5,0,0,소,0
믹스견,3,1.0,6.9,F,N,크림,448.5,0,0,소,0
믹스견,4,1.0,6.9,M,N,갈/검,448.5,1,0,소,0
믹스견,0,0.8,7.0,F,N,검/흰,455.0,0,0,소,0
믹스견,0,0.8,7.0,M,N,흰색,455.0,1,0,소,0
믹스견,0,0.8,7.0,M,N,갈색,455.0,1,0,소,0
믹스견,0,0.8,7.0,M,N,베이지,455.0,1,0,소,0
믹스견,0,0.8,7.0,F,N,흰색,455.0,0,0,소,0
믹스견,0,0.8,7.0,M,N,갈색,455.0,1,0,소,0
믹스견,0,0.8,7.0,F,N,옅은 갈색,455.0,0,0,소,0
믹스견,0,0.8,7.0,F,N,갈,455.0,0,0,소,0
믹스견,0,0.8,7.0,F,N,백,455.0,0,0,소,0
믹스견,0,0.8,7.0,M,N,갈,455.0,1,0,소,0
믹스견,0,0.8,7.0,M,N,갈색,455.0,1,0,소,0
믹스견,0,0.8,7.0,M,N,백갈흑,455.0,1,0,소,0
믹스견,0,0.8,7.0,M,N,흰색,455.0,1,0,소,0
믹스견,0,0.8,7.0,M,N,흰색,455.0,1,0,소,0
믹스견,0,0.8,7.0,M,N,갈흑,455.0,1,0,소,0
믹스견,0,0.8,7.0,F,N,갈백흑,455.0,0,0,소,0
믹스견,0,0.8,7.0,F,N,옅은갈색,455.0,0,0,소,0
믹스견,0,0.8,7.0,M,N,갈색,455.0,1,0,소,0
믹스견,0,0.8,7.0,M,N,갈/검/흰,455.0,1,0,소,0
믹스견,0,0.8,7.0,F,N,백갈,455.0,0,0,소,0
믹스견,0,0.8,7.0,M,N,베이지,455.0,1,0,소,0
믹스견,0,0.8,7.0,F,N,흰색,455.0,0,0,소,0
믹스견,0,0.8,7.0,M,N,베이지색,455.0,1,0,소,0
믹스견,0,0.8,7.0,F,N,흰색,455.0,0,0,소,0
믹스견,0,0.8,7.0,F,N,흰색,455.0,0,0,소,0
믹스견,0,0.8,7.0,F,N,흰색,455.0,0,0,소,0
믹스견,0,0.8,7.0,F,N,베이지,455.0,0,0,소,0
믹스견,0,0.8,7.0,F,N,흰색,455.0,0,0,소,0
믹스견,0,0.8,7.0,M,N,갈색,455.0,1,0,소,0
믹스견,0,0.8,7.0,M,N,흰/갈,455.0,1,0,소,0
믹스견,0,0.8,7.0,M,N,갈/검,455.0,1,0,소,0
믹스견,0,0.8,7.0,M,N,흰색,455.0,1,0,소,0
믹스견,1,1.0,7.0,M,N,"갈색,검은색",455.0,1,0,소,0
믹스견,1,1.0,7.0,M,N,흰색,455.0,1,0,소,0
믹스견,1,1.0,7.0,M,N,"검정,황색",455.0,1,0,소,0
믹스견,1,1.0,7.0,M,N,갈백,455.0,1,0,소,0
믹스견,1,1.0,7.0,M,N,백,455.0,1,0,소,0
믹스견,1,1.0,7.0,M,Y,"회,갈",455.0,1,1,소,0
믹스견,1,1.0,7.0,M,N,흰색,455.0,1,0,소,0
믹스견,1,1.0,7.0,F,N,갈색,455.0,0,0,소,0
믹스견,1,1.0,7.0,M,N,갈색,455.0,1,0,소,0
믹스견,1,1.0,7.0,F,N,"갈색,검정",455.0,0,0,소,0
믹스견,1,1.0,7.0,F,N,크림색,455.0,0,0,소,0
믹스견,1,1.0,7.0,M,N,갈/흰,455.0,1,0,소,0
믹스견,2,1.0,7.0,F,N,검/갈,455.0,0,0,소,0
믹스견,2,1.0,7.0,F,N,갈색,455.0,0,0,소,0
믹스견,2,1.0,7.0,M,N,갈색,455.0,1,0,소,0
믹스견,2,1.0,7.0,M,N,흰갈,455.0,1,0,소,0
믹스견,2,1.0,7.0,M,N,"흰색,갈색",455.0,1,0,소,0
믹스견,2,1.0,7.0,M,N,연갈색,455.0,1,0,소,0
믹스견,2,1.0,7.0,M,N,"황색,갈색",455.0,1,0,소,0
믹스견,2,1.0,7.0,M,N,흰색,455.0,1,0,소,0
믹스견,2,1.0,7.0,F,N,"흰색, 연갈색",455.0,0,0,소,0
믹스견,2,1.0,7.0,M,N,흰색,455.0,1,0,소,0
믹스견,2,1.0,7.0,F,N,흰색,455.0,0,0,소,0
믹스견,2,1.0,7.0,M,N,흑갈색,455.0,1,0,소,0
믹스견,2,1.0,7.0,F,N,크림색,455.0,0,0,소,0
믹스견,2,1.0,7.0,M,N,황색,455.0,1,0,소,0
믹스견,3,1.0,7.0,M,N,흰/갈,455.0,1,0,소,0
믹스견,3,1.0,7.0,M,N,흰회색,455.0,1,0,소,0
믹스견,3,1.0,7.0,M,N,갈색,455.0,1,0,소,0
믹스견,3,1.0,7.0,M,N,갈백,455.0,1,0,소,0
믹스견,3,1.0,7.0,M,N,흰색,455.0,1,0,소,0
믹스견,3,1.0,7.0,F,N,흰+갈색,455.0,0,0,소,0
믹스견,3,1.0,7.0,M,Y,검/갈,455.0,1,1,소,0
믹스견,3,1.0,7.0,M,N,검정색,455.0,1,0,소,0
믹스견,3,1.0,7.0,M,N,갈백색,455.0,1,0,소,0
믹스견,3,1.0,7.0,M,N,황색,455.0,1,0,소,0
믹스견,3,1.0,7.0,F,N,진갈색,455.0,0,0,소,0
믹스견,3,1.0,7.0,M,N,"흰색, 옅은황색",455.0,1,0,소,0
믹스견,4,1.0,7.0,F,N,호피,455.0,0,0,소,0
믹스견,4,1.0,7.0,M,N,갈백흑,455.0,1,0,소,0
믹스견,4,1.0,7.0,M,N,"흰색, 연갈색",455.0,1,0,소,0
믹스견,4,1.0,7.0,F,N,"연갈색, 흰색",455.0,0,0,소,0
믹스견,4,1.0,7.0,F,N,흰색,455.0,0,0,소,0
믹스견,4,1.0,7.0,F,N,흰갈색,455.0,0,0,소,0
믹스견,4,1.0,7.0,M,Y,"갈색,검정",455.0,1,1,소,0
믹스견,4,1.0,7.0,F,N,"검정,황색,흰색",455.0,0,0,소,0
믹스견,5,1.0,7.0,F,N,흰색,455.0,0,0,소,0
믹스견,6,1.0,7.0,M,Y,연갈색,455.0,1,1,소,0
믹스견,7,1.0,7.0,M,Y,갈색,455.0,1,1,소,0
믹스견,8,0.5,7.0,M,N,갈색,455.0,1,0,소,0
믹스견,8,0.5,7.0,F,N,갈색,455.0,0,0,소,0
믹스견,10,0.5,7.0,M,N,백갈,455.0,1,0,소,0
믹스견,0,0.8,7.1,M,N,흰/갈,461.5,1,0,소,0
믹스견,1,1.0,7.1,F,N,흰색,461.5,0,0,소,0
믹스견,2,1.0,7.1,M,N,갈/흰,461.5,1,0,소,0
믹스견,3,1.0,7.1,M,N,흰,461.5,1,0,소,0
믹스견,2,1.0,7.11,F,N,하양,462.15000000000003,0,0,소,0
믹스견,1,1.0,7.2,M,N,"갈색, 흰색",468.0,1,0,소,0
믹스견,1,1.0,7.2,M,N,"흰색, 검정색",468.0,1,0,소,0
믹스견,1,1.0,7.2,M,N,갈색,468.0,1,0,소,0
믹스견,1,1.0,7.2,M,N,"흰,갈색",468.0,1,0,소,0
믹스견,2,1.0,7.2,F,N,검정 갈색,468.0,0,0,소,0
믹스견,3,1.0,7.2,M,N,아이보리,468.0,1,0,소,0
믹스견,7,1.0,7.2,M,Y,흰/갈,468.0,1,1,소,0
믹스견,1,1.0,7.3,M,Y,갈백색,474.5,1,1,소,0
믹스견,1,1.0,7.3,M,N,황색,474.5,1,0,소,0
믹스견,2,1.0,7.3,F,N,검정,474.5,0,0,소,0
믹스견,3,1.0,7.3,M,N,갈/흰,474.5,1,0,소,0
믹스견,4,1.0,7.3,M,N,갈색/흰색,474.5,1,0,소,0
믹스견,0,0.8,7.35,F,N,갈색,477.75,0,0,소,0
믹스견,0,0.8,7.4,M,N,갈/흰,481.0,1,0,소,0
믹스견,0,0.8,7.4,M,N,흰/갈,481.0,1,0,소,0
믹스견,0,0.8,7.4,M,N,옅은갈색/검정,481.0,1,0,소,0
믹스견,1,1.0,7.4,M,N,갈색,481.0,1,0,소,0
믹스견,1,1.0,7.4,M,N,황색,481.0,1,0,소,0
믹스견,2,1.0,7.4,M,N,갈/흰,481.0,1,0,소,0
믹스견,3,1.0,7.4,M,N,하양,481.0,1,0,소,0
믹스견,3,1.0,7.4,F,N,갈/흰/검,481.0,0,0,소,0
믹스견,14,0.5,7.4,F,N,흰색,481.0,0,0,소,0
믹스견,2,1.0,7.42,F,N,갈색,482.3,0,0,소,0
믹스견,3,1.0,7.45,M,N,갈색/하양,484.25,1,0,소,0
믹스견,0,0.8,7.5,M,N,갈/흰,487.5,1,0,소,0
믹스견,0,0.8,7.5,M,N,"백색,흑색",487.5,1,0,소,0
믹스견,0,0.8,7.5,F,N,갈색,487.5,0,0,소,0
믹스견,0,0.8,7.5,M,Y,흰,487.5,1,1,소,0
믹스견,1,1.0,7.5,M,N,흑갈색,487.5,1,0,소,0
믹스견,1,1.0,7.5,M,N,흰색,487.5,1,0,소,0
믹스견,1,1.0,7.5,M,N,흑갈색,487.5,1,0,소,0
믹스견,1,1.0,7.5,F,N,"갈색, 백색",487.5,0,0,소,0
믹스견,1,1.0,7.5,M,N,흰색,487.5,1,0,소,0
믹스견,1,1.0,7.5,M,N,"연갈색, 흰색",487.5,1,0,소,0
믹스견,1,1.0,7.5,M,N,검갈색,487.5,1,0,소,0
믹스견,2,1.0,7.5,F,N,크림색,487.5,0,0,소,0
믹스견,2,1.0,7.5,F,N,옅은갈색,487.5,0,0,소,0
믹스견,2,1.0,7.5,M,N,흰색,487.5,1,0,소,0
믹스견,2,1.0,7.5,M,N,흰/갈,487.5,1,0,소,0
믹스견,2,1.0,7.5,M,Y,크림색,487.5,1,1,소,0
믹스견,2,1.0,7.5,M,N,갈/흰/노,487.5,1,0,소,0
믹스견,2,1.0,7.5,M,N,흰색,487.5,1,0,소,0
믹스견,2,1.0,7.5,M,N,갈색,487.5,1,0,소,0
믹스견,3,1.0,7.5,F,N,연갈,487.5,0,0,소,0
믹스견,3,1.0,7.5,M,Y,흰색,487.5,1,1,소,0
믹스견,3,1.0,7.5,M,N,크림색,487.5,1,0,소,0
믹스견,3,1.0,7.5,F,N,"흰색, 흑회색",487.5,0,0,소,0
믹스견,3,1.0,7.5,M,N,흑갈색,487.5,1,0,소,0
믹스견,3,1.0,7.5,M,N,갈색,487.5,1,0,소,0
믹스견,3,1.0,7.5,M,N,"흰색, 갈색",487.5,1,0,소,0
믹스견,3,1.0,7.5,M,N,크림색,487.5,1,0,소,0
믹스견,4,1.0,7.5,M,N,"검정색, 흰색",487.5,1,0,소,0
믹스견,4,1.0,7.5,F,N,황갈색,487.5,0,0,소,0
믹스견,5,1.0,7.5,M,N,연갈색,487.5,1,0,소,0
믹스견,5,1.0,7.5,F,N,삼색,487.5,0,0,소,0
믹스견,5,1.0,7.5,M,N,"백색, 흑색",487.5,1,0,소,0
믹스견,5,1.0,7.5,F,N,"백색, 갈색",487.5,0,0,소,0
믹스견,5,1.0,7.5,F,N,갈색/흰색,487.5,0,0,소,0
믹스견,5,1.0,7.5,M,Y,흰색,487.5,1,1,소,0
믹스견,0,0.8,7.6,M,N,갈색,494.0,1,0,소,0
믹스견,0,0.8,7.6,M,N,검/갈,494.0,1,0,소,0
믹스견,0,0.8,7.6,M,N,흰,494.0,1,0,소,0
믹스견,1,1.0,7.6,M,N,흰/갈,494.0,1,0,소,0
믹스견,2,1.0,7.6,M,N,흰/갈/검,494.0,1,0,소,0
믹스견,3,1.0,7.64,F,N,베이지,496.59999999999997,0,0,소,0
믹스견,3,1.0,7.7,M,N,그레이&화이트,500.5,1,0,소,0
믹스견,0,0.8,7.8,M,N,흰색,507.0,1,0,소,0
믹스견,0,0.8,7.8,F,N,갈색,507.0,0,0,소,0
믹스견,0,0.8,7.8,M,Y,흑갈색,507.0,1,1,소,0
믹스견,0,0.8,7.8,M,N,쵸코,507.0,1,0,소,0
믹스견,0,0.8,7.8,F,Y,"흑색, 백색",507.0,0,1,소,0
믹스견,0,0.8,7.8,M,N,흰/갈/검,507.0,1,0,소,0
믹스견,1,1.0,7.8,M,N,흰색,507.0,1,0,소,0
믹스견,3,1.0,7.8,M,Y,갈백색,507.0,1,1,소,0
믹스견,4,1.0,7.8,F,N,"황색, 흰색",507.0,0,0,소,0
믹스견,5,1.0,7.8,F,N,진갈,507.0,0,0,소,0
믹스견,4,1.0,7.84,F,N,하양,509.59999999999997,0,0,소,0
믹스견,2,1.0,7.9,M,N,"검정,회색,흰색",513.5,1,0,소,0
믹스견,3,1.0,7.9,F,N,"흑, 회, 백",513.5,0,0,소,0
믹스견,4,1.0,7.9,M,N,갈/검/흰,513.5,1,0,소,0
믹스견,6,1.0,7.9,M,Y,"갈색, 백색",513.5,1,1,소,0
믹스견,0,0.8,8.0,F,N,흰색,520.0,0,0,소,0
믹스견,0,0.8,8.0,M,N,흰색,520.0,1,0,소,0
믹스견,0,0.8,8.0,F,N,암컷,520.0,0,0,소,0
믹스견,0,0.8,8.0,M,N,흰색,520.0,1,0,소,0
믹스견,0,0.8,8.0,F,N,흰색,520.0,0,0,소,0
믹스견,0,0.8,8.0,F,N,"갈색,흰색",520.0,0,0,소,0
믹스견,0,0.8,8.0,M,N,호피,520.0,1,0,소,0
믹스견,0,0.8,8.0,M,N,"갈색,검정",520.0,1,0,소,0
믹스견,0,0.8,8.0,F,N,베이지,520.0,0,0,소,0
믹스견,0,0.8,8.0,F,N,회색,520.0,0,0,소,0
믹스견,0,0.8,8.0,F,N,흰색,520.0,0,0,소,0
믹스견,0,0.8,8.0,M,N,흰/갈,520.0,1,0,소,0
믹스견,0,0.8,8.0,F,N,흰색,520.0,0,0,소,0
믹스견,0,0.8,8.0,F,N,흰색,520.0,0,0,소,0
믹스견,0,0.8,8.0,F,N,"검정,갈색",520.0,0,0,소,0
믹스견,0,0.8,8.0,M,N,흰색,520.0,1,0,소,0
믹스견,0,0.8,8.0,M,N,검정,520.0,1,0,소,0
믹스견,0,0.8,8.0,M,N,갈색,520.0,1,0,소,0
믹스견,0,0.8,8.0,F,N,진갈색,520.0,0,0,소,0
믹스견,0,0.8,8.0,F,N,흰색,520.0,0,0,소,0
믹스견,1,1.0,8.0,F,N,흰색,520.0,0,0,소,0
믹스견,1,1.0,8.0,F,N,갈색,520.0,0,0,소,0
믹스견,1,1.0,8.0,F,N,흰색,520.0,0,0,소,0
믹스견,1,1.0,8.0,M,N,흰색,520.0,1,0,소,0
믹스견,1,1.0,8.0,M,N,흰색,520.0,1,0,소,0
믹스견,1,1.0,8.0,F,N,갈색,520.0,0,0,소,0
믹스견,1,1.0,8.0,M,N,갈색,520.0,1,0,소,0
믹스견,1,1.0,8.0,F,N,블랙탄,520.0,0,0,소,0
믹스견,1,1.0,8.0,M,N,연갈색,520.0,1,0,소,0
믹스견,1,1.0,8.0,M,N,백 연갈,520.0,1,0,소,0
믹스견,1,1.0,8.0,M,N,흰색,520.0,1,0,소,0
믹스견,1,1.0,8.0,M,Y,흰색,520.0,1,1,소,0
믹스견,1,1.0,8.0,F,N,흰색,520.0,0,0,소,0
믹스견,1,1.0,8.0,F,N,베이지,520.0,0,0,소,0
믹스견,1,1.0,8.0,M,N,흰색,520.0,1,0,소,0
믹스견,1,1.0,8.0,M,N,흰색,520.0,1,0,소,0
믹스견,1,1.0,8.0,M,N,누렁색,520.0,1,0,소,0
믹스견,1,1.0,8.0,M,N,갈색,520.0,1,0,소,0
믹스견,1,1.0,8.0,F,N,황색,520.0,0,0,소,0
믹스견,2,1.0,8.0,M,N,갈색,520.0,1,0,소,0
믹스견,2,1.0,8.0,M,N,흰색,520.0,1,0,소,0
믹스견,2,1.0,8.0,F,N,검정,520.0,0,0,소,0
믹스견,2,1.0,8.0,F,N,검갈색,520.0,0,0,소,0
믹스견,2,1.0,8.0,F,N,"흰색,갈색",520.0,0,0,소,0
믹스견,2,1.0,8.0,M,N,갈/흰,520.0,1,0,소,0
믹스견,2,1.0,8.0,M,N,검갈색,520.0,1,0,소,0
믹스견,2,1.0,8.0,F,N,갈색,520.0,0,0,소,0
믹스견,2,1.0,8.0,M,N,흰색+검정색 얼룩,520.0,1,0,소,0
믹스견,2,1.0,8.0,F,N,백갈,520.0,0,0,소,0
믹스견,2,1.0,8.0,M,N,백갈,520.0,1,0,소,0
믹스견,2,1.0,8.0,M,N,흰,520.0,1,0,소,0
믹스견,2,1.0,8.0,M,N,흑백갈,520.0,1,0,소,0
믹스견,3,1.0,8.0,M,N,황색,520.0,1,0,소,0
믹스견,3,1.0,8.0,F,N,갈색,520.0,0,0,소,0
믹스견,3,1.0,8.0,M,N,검정,520.0,1,0,소,0
믹스견,3,1.0,8.0,M,N,흰색,520.0,1,0,소,0
믹스견,3,1.0,8.0,F,N,흰색,520.0,0,0,소,0
믹스견,3,1.0,8.0,F,N,흰색,520.0,0,0,소,0
믹스견,3,1.0,8.0,M,N,갈/흰,520.0,1,0,소,0
믹스견,3,1.0,8.0,F,N,갈색,520.0,0,0,소,0
믹스견,3,1.0,8.0,F,N,갈색,520.0,0,0,소,0
믹스견,3,1.0,8.0,M,N,흑백색,520.0,1,0,소,0
믹스견,3,1.0,8.0,F,N,갈색,520.0,0,0,소,0
믹스견,3,1.0,8.0,M,N,흰누렁색,520.0,1,0,소,0
믹스견,3,1.0,8.0,F,N,크림색,520.0,0,0,소,0
믹스견,3,1.0,8.0,F,N,갈색/가슴 흰줄,520.0,0,0,소,0
믹스견,3,1.0,8.0,M,N,갈색,520.0,1,0,소,0
믹스견,3,1.0,8.0,M,N,갈색,520.0,1,0,소,0
믹스견,3,1.0,8.0,M,N,갈색,520.0,1,0,소,0
믹스견,4,1.0,8.0,F,N,연갈,520.0,0,0,소,0
믹스견,4,1.0,8.0,M,N,"황색,흰색",520.0,1,0,소,0
믹스견,4,1.0,8.0,F,N,흰+검 얼룩,520.0,0,0,소,0
믹스견,4,1.0,8.0,F,N,"흑회색, 흰색",520.0,0,0,소,0
믹스견,4,1.0,8.0,M,N,흰색+갈색,520.0,1,0,소,0
믹스견,4,1.0,8.0,M,N,연누렁색,520.0,1,0,소,0
믹스견,4,1.0,8.0,F,N,검갈,520.0,0,0,소,0
믹스견,5,1.0,8.0,F,N,흰+갈색,520.0,0,0,소,0
믹스견,5,1.0,8.0,F,N,흰+검 얼룩,520.0,0,0,소,0
믹스견,5,1.0,8.0,F,N,흰색,520.0,0,0,소,0
믹스견,5,1.0,8.0,M,N,"황색, 흰색",520.0,1,0,소,0
믹스견,5,1.0,8.0,M,N,"흰색,황색",520.0,1,0,소,0
믹스견,5,1.0,8.0,M,N,검정,520.0,1,0,소,0
믹스견,5,1.0,8.0,F,N,흰색,520.0,0,0,소,0
믹스견,5,1.0,8.0,F,N,회색,520.0,0,0,소,0
믹스견,6,1.0,8.0,M,N,검정,520.0,1,0,소,0
믹스견,6,1.0,8.0,F,N,흰색,520.0,0,0,소,0
믹스견,6,1.0,8.0,M,N,흰갈색,520.0,1,0,소,0
믹스견,6,1.0,8.0,M,N,누렁색,520.0,1,0,소,0
믹스견,7,1.0,8.0,M,N,갈/흰,520.0,1,0,소,0
믹스견,7,1.0,8.0,M,N,검정색,520.0,1,0,소,0
믹스견,7,1.0,8.0,F,N,호피무늬,520.0,0,0,소,0
믹스견,11,0.5,8.0,F,N,"갈색, 백색",520.0,0,0,소,0
믹스견,12,0.5,8.0,M,N,갈색,520.0,1,0,소,0
믹스견,0,0.8,8.1,M,N,갈/검/흰,526.5,1,0,소,0
믹스견,0,0.8,8.1,M,N,흰/갈,526.5,1,0,소,0
믹스견,1,1.0,8.1,F,N,흰색,526.5,0,0,소,0
믹스견,4,1.0,8.1,M,N,검정/하양,526.5,1,0,소,0
믹스견,3,1.0,8.14,F,N,갈색/크림,529.1,0,0,소,0
믹스견,0,0.8,8.2,M,N,검/갈/흰,533.0,1,0,소,0
믹스견,5,1.0,8.2,M,N,"검정색, 크림색",533.0,1,0,소,0
믹스견,6,1.0,8.2,F,N,연갈색,533.0,0,0,소,0
믹스견,8,0.5,8.2,M,N,갈/흰,533.0,1,0,소,0
믹스견,10,0.5,8.2,M,N,삼색,533.0,1,0,소,0
믹스견,0,0.8,8.3,M,N,갈색,539.5,1,0,소,0
믹스견,0,0.8,8.3,M,N,갈색,539.5,1,0,소,0
믹스견,0,0.8,8.3,M,N,흰/갈,539.5,1,0,소,0
믹스견,1,1.0,8.3,M,N,갈색,539.5,1,0,소,0
믹스견,1,1.0,8.3,F,N,갈색,539.5,0,0,소,0
믹스견,2,1.0,8.3,F,N,흰갈,539.5,0,0,소,0
믹스견,2,1.0,8.3,M,N,크림,539.5,1,0,소,0
믹스견,3,1.0,8.3,F,N,갈백색,539.5,0,0,소,0
믹스견,3,1.0,8.3,F,N,갈색,539.5,0,0,소,0
믹스견,5,1.0,8.3,M,N,검/흰,539.5,1,0,소,0
믹스견,3,1.0,8.32,F,N,하양,540.8000000000001,0,0,소,0
믹스견,0,0.8,8.36,M,N,하양,543.4,1,0,소,0
믹스견,0,0.8,8.4,F,N,"검은색,갈색",546.0,0,0,소,0
믹스견,1,1.0,8.4,M,N,갈/흰,546.0,1,0,소,0
믹스견,1,1.0,8.4,M,N,흰,546.0,1,0,소,0
믹스견,2,1.0,8.4,M,N,"흰색, 갈색",546.0,1,0,소,0
믹스견,2,1.0,8.4,M,N,갈/흰,546.0,1,0,소,0
믹스견,0,0.8,8.5,M,N,검/갈/흰,552.5,1,0,소,0
믹스견,1,1.0,8.5,M,N,황색,552.5,1,0,소,0
믹스견,1,1.0,8.5,M,N,흰검,552.5,1,0,소,0
믹스견,1,1.0,8.5,M,N,"흰색,황색",552.5,1,0,소,0
믹스견,1,1.0,8.5,M,N,흰색황색,552.5,1,0,소,0
믹스견,1,1.0,8.5,M,N,"흰,갈색",552.5,1,0,소,0
믹스견,2,1.0,8.5,M,N,갈색,552.5,1,0,소,0
믹스견,2,1.0,8.5,F,N,검정색,552.5,0,0,소,0
믹스견,2,1.0,8.5,M,Y,갈/검,552.5,1,1,소,0
믹스견,2,1.0,8.5,M,N,흰색,552.5,1,0,소,0
